Αἰγέως	*ai)ge/ws	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-s---fg-
σπουδαῖον	spoudai=on	σπουδαῖος	spoudai=os	urn:cite2:hmt:lsj.chicago_md:n96089	a-s---nv-
σπουδαῖον	spoudai=on	σπουδαῖος	spoudai=os	urn:cite2:hmt:lsj.chicago_md:n96089	a-s---na-
σπουδάζομεν	spouda/zomen	σπουδάζω	spouda/zw	urn:cite2:hmt:lsj.chicago_md:n96082	v1ppia---
σπουδάζομεν	spouda/zomen	σπουδάζω	spouda/zw	urn:cite2:hmt:lsj.chicago_md:n96082	v1piia---
σπάνιν	spa/nin	σπάνις	spa/nis	urn:cite2:hmt:lsj.chicago_md:n95724	n-s---fa-
σπέρματος	spe/rmatos	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---ng-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-p---nn-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-p---nv-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-p---na-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---nd-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-d---nn-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-d---nv-
σπέρματ’	spe/rmat'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-d---na-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---nn-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---nv-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	urn:cite2:hmt:lsj.chicago_md:n95853	n-s---na-
στελῶν	stelw=n	στέλλω	ste/llw	urn:cite2:hmt:lsj.chicago_md:n96447	v-sfpamn-
στενακτός	stenakto/s	στενακτός	stenakto/s	urn:cite2:hmt:lsj.chicago_md:n96473	a-s---mn-
στενάζειν	stena/zein	στενάζω	stena/zw	urn:cite2:hmt:lsj.chicago_md:n96470	v--pna---
στερηθῶ	sterhqw=	στερέω	stere/w	urn:cite2:hmt:lsj.chicago_md:n96568	v1sasp---
στερνούχου	sternou/xou	στερνοῦχος	sternou=xos	urn:cite2:hmt:lsj.chicago_md:n96609	n-s---mg-
στερνούχου	sternou/xou	στερνοῦχος	sternou=xos	urn:cite2:hmt:lsj.chicago_md:n96609	n-s---fg-
στερνούχου	sternou/xou	στερνοῦχος	sternou=xos	urn:cite2:hmt:lsj.chicago_md:n96609	n-s---ng-
στεφάνωμ’	stefa/nwm'	στεφάνωμα	stefa/nwma	urn:cite2:hmt:lsj.chicago_md:n96668	n-s---nn-
στεφάνωμ’	stefa/nwm'	στεφάνωμα	stefa/nwma	urn:cite2:hmt:lsj.chicago_md:n96668	n-s---nv-
στεφάνωμ’	stefa/nwm'	στεφάνωμα	stefa/nwma	urn:cite2:hmt:lsj.chicago_md:n96668	n-s---na-
στείλαντος	stei/lantos	στέλλω	ste/llw	urn:cite2:hmt:lsj.chicago_md:n96447	v-sapamg-
στείλαντος	stei/lantos	στέλλω	ste/llw	urn:cite2:hmt:lsj.chicago_md:n96447	v-sapang-
στείχειν	stei/xein	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v--pna---
στείχοντι	stei/xonti	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v-sppamd-
στείχοντι	stei/xonti	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v-sppand-
στείχοντι	stei/xonti	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v3ppia---
στείχουσαν	stei/xousan	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v-sppafa-
στείχωμεν	stei/xwmen	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v1ppsa---
στεῖχε	stei=xe	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v2spma---
στεῖχε	stei=xe	στείχω	stei/xw	urn:cite2:hmt:lsj.chicago_md:n96425	v3siia---
στολάς	stola/s	στολάς	stola/s	urn:cite2:hmt:lsj.chicago_md:n96959	n-s---fn-
στολάς	stola/s	στολή	stolh/	urn:cite2:hmt:lsj.chicago_md:n96960	n-p---fa-
στομίων	stomi/wn	στόμιον	sto/mion	urn:cite2:hmt:lsj.chicago_md:n97004	n-p---ng-
στρατηλάτου	strathla/tou	στρατηλάτης	strathla/ths	urn:cite2:hmt:lsj.chicago_md:n97125	n-s---mg-
στρατόν	strato/n	στρατός	strato/s	urn:cite2:hmt:lsj.chicago_md:n97150	n-s---ma-
στραφέντες	strafe/ntes	στράπτω	stra/ptw	urn:cite2:hmt:lsj.chicago_md:n97094	v-pappmn-
στραφέντες	strafe/ntes	στράπτω	stra/ptw	urn:cite2:hmt:lsj.chicago_md:n97094	v-pappmv-
στραφέντες	strafe/ntes	στρέφω	stre/fw	urn:cite2:hmt:lsj.chicago_md:n97186	v-pappmn-
στραφέντες	strafe/ntes	στρέφω	stre/fw	urn:cite2:hmt:lsj.chicago_md:n97186	v-pappmv-
στράτευμ’	stra/teum'	στράτευμα	stra/teuma	urn:cite2:hmt:lsj.chicago_md:n97103	n-s---nn-
στράτευμ’	stra/teum'	στράτευμα	stra/teuma	urn:cite2:hmt:lsj.chicago_md:n97103	n-s---nv-
στράτευμ’	stra/teum'	στράτευμα	stra/teuma	urn:cite2:hmt:lsj.chicago_md:n97103	n-s---na-
στράψαντα	stra/yanta	στράπτω	stra/ptw	urn:cite2:hmt:lsj.chicago_md:n97094	v-papann-
στράψαντα	stra/yanta	στράπτω	stra/ptw	urn:cite2:hmt:lsj.chicago_md:n97094	v-papanv-
στράψαντα	stra/yanta	στράπτω	stra/ptw	urn:cite2:hmt:lsj.chicago_md:n97094	v-papana-
στράψαντα	stra/yanta	στράπτω	stra/ptw	urn:cite2:hmt:lsj.chicago_md:n97094	v-sapama-
στρέψαι	stre/yai	στρέφω	stre/fw	urn:cite2:hmt:lsj.chicago_md:n97186	v2samm---
στρέψαι	stre/yai	στρέφω	stre/fw	urn:cite2:hmt:lsj.chicago_md:n97186	v--ana---
στρέψαι	stre/yai	στρέφω	stre/fw	urn:cite2:hmt:lsj.chicago_md:n97186	v3saoa---
στυγνόν	stugno/n	στυγνός	stugno/s	urn:cite2:hmt:lsj.chicago_md:n97369	a-s---ma-
στυγνόν	stugno/n	στυγνός	stugno/s	urn:cite2:hmt:lsj.chicago_md:n97369	a-s---nn-
στυγνόν	stugno/n	στυγνός	stugno/s	urn:cite2:hmt:lsj.chicago_md:n97369	a-s---nv-
στυγνόν	stugno/n	στυγνός	stugno/s	urn:cite2:hmt:lsj.chicago_md:n97369	a-s---na-
στυγνός	stugno/s	στυγνός	stugno/s	urn:cite2:hmt:lsj.chicago_md:n97369	a-s---mn-
στάντα	sta/nta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-papann-
στάντα	sta/nta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-papanv-
στάντα	sta/nta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-papana-
στάντα	sta/nta	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sapama-
στάς	sta/s	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sapamn-
στάς	sta/s	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sapamv-
στάσεις	sta/seis	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2sasa---
στάσεις	sta/seis	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2sfia---
στάσεις	sta/seis	στάσις	sta/sis	urn:cite2:hmt:lsj.chicago_md:n96270	n-p---fn-
στάσεις	sta/seis	στάσις	sta/sis	urn:cite2:hmt:lsj.chicago_md:n96270	n-p---fv-
στάσεις	sta/seis	στάσις	sta/sis	urn:cite2:hmt:lsj.chicago_md:n96270	n-p---fn-
στάσεις	sta/seis	στάσις	sta/sis	urn:cite2:hmt:lsj.chicago_md:n96270	n-p---fa-
στάσεις	sta/seis	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v2sasa---
στάσεις	sta/seis	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v2sfia---
στέγας	ste/gas	στέγη	ste/gh	urn:cite2:hmt:lsj.chicago_md:n96389	n-p---fa-
στέγας	ste/gas	στέγη	ste/gh	urn:cite2:hmt:lsj.chicago_md:n96389	n-s---fg-
στέγουσιν	ste/gousin	στέγω	ste/gw	urn:cite2:hmt:lsj.chicago_md:n96404	v-pppamd-
στέγουσιν	ste/gousin	στέγω	ste/gw	urn:cite2:hmt:lsj.chicago_md:n96404	v-pppand-
στέγουσιν	ste/gousin	στέγω	ste/gw	urn:cite2:hmt:lsj.chicago_md:n96404	v3ppia---
στένει	ste/nei	στένος	ste/nos	urn:cite2:hmt:lsj.chicago_md:n96504	n-d---nn-
στένει	ste/nei	στένος	ste/nos	urn:cite2:hmt:lsj.chicago_md:n96504	n-d---nv-
στένει	ste/nei	στένος	ste/nos	urn:cite2:hmt:lsj.chicago_md:n96504	n-d---na-
στένει	ste/nei	στένος	ste/nos	urn:cite2:hmt:lsj.chicago_md:n96504	n-s---nd-
στένει	ste/nei	στένος	ste/nos	urn:cite2:hmt:lsj.chicago_md:n96504	n-s---nd-
στένει	ste/nei	στένω	ste/nw	urn:cite2:hmt:lsj.chicago_md:n96525	v2spie---
στένει	ste/nei	στένω	ste/nw	urn:cite2:hmt:lsj.chicago_md:n96525	v3spia---
στένοντες	ste/nontes	στένω	ste/nw	urn:cite2:hmt:lsj.chicago_md:n96525	v-pppamn-
στένοντες	ste/nontes	στένω	ste/nw	urn:cite2:hmt:lsj.chicago_md:n96525	v-pppamv-
στέργειν	ste/rgein	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v--pna---
στέργω	ste/rgw	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v1spsa---
στέργω	ste/rgw	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v1spia---
στέργων	ste/rgwn	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v-sppamn-
στέρνων	ste/rnwn	στέρνον	ste/rnon	urn:cite2:hmt:lsj.chicago_md:n96602	n-p---ng-
στέρξον	ste/rcon	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v2sama---
στέρξον	ste/rcon	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v-sfpamv-
στέρξον	ste/rcon	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v-sfpann-
στέρξον	ste/rcon	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v-sfpanv-
στέρξον	ste/rcon	στέργω	ste/rgw	urn:cite2:hmt:lsj.chicago_md:n96541	v-sfpana-
στήσω	sth/sw	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v1sasa---
στήσω	sth/sw	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v1sfia---
στήσω	sth/sw	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2saim---
στήσωσι	sth/swsi	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v3pasa---
στήσῃς	sth/sh|s	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2sasa---
στόλον	sto/lon	στόλος	sto/los	urn:cite2:hmt:lsj.chicago_md:n96979	n-s---ma-
στόλος	sto/los	στόλος	sto/los	urn:cite2:hmt:lsj.chicago_md:n96979	n-s---mn-
στόμα	sto/ma	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---nn-
στόμα	sto/ma	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---nv-
στόμα	sto/ma	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---na-
στόματος	sto/matos	στόμα	sto/ma	urn:cite2:hmt:lsj.chicago_md:n96981	n-s---ng-
στόμωσιν	sto/mwsin	στόμωσις	sto/mwsis	urn:cite2:hmt:lsj.chicago_md:n97023	n-s---fa-
στῆσαι	sth=sai	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2samm---
στῆσαι	sth=sai	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v--ana---
στῆσόν	sth=so/n	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v2sama---
στῆσόν	sth=so/n	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sfpamv-
στῆσόν	sth=so/n	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sfpann-
στῆσόν	sth=so/n	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sfpanv-
στῆσόν	sth=so/n	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v-sfpana-
στῶσιν	stw=sin	ἵστημι	i(/sthmi	urn:cite2:hmt:lsj.chicago_md:n51241	v3pasa---
στῶσιν	stw=sin	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v-pfpamd-
στῶσιν	stw=sin	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v-pfpand-
στῶσιν	stw=sin	στάζω	sta/zw	urn:cite2:hmt:lsj.chicago_md:n96162	v3pfia---
συγγενεῖ	suggenei=	συγγενεύς	suggeneu/s	urn:cite2:hmt:lsj.chicago_md:n97505	n-s---md-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---mn-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---mv-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---ma-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---fn-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---fv-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---fa-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---nn-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---nv-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---na-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---md-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---fd-
συγγενεῖ	suggenei=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---nd-
συγγενές	suggene/s	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---mv-
συγγενές	suggene/s	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---fv-
συγγενές	suggene/s	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---nn-
συγγενές	suggene/s	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---nv-
συγγενές	suggene/s	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---na-
συγγενῆ	suggenh=	συγγενεύς	suggeneu/s	urn:cite2:hmt:lsj.chicago_md:n97505	n-d---mn-
συγγενῆ	suggenh=	συγγενεύς	suggeneu/s	urn:cite2:hmt:lsj.chicago_md:n97505	n-d---mv-
συγγενῆ	suggenh=	συγγενεύς	suggeneu/s	urn:cite2:hmt:lsj.chicago_md:n97505	n-d---ma-
συγγενῆ	suggenh=	συγγενεύς	suggeneu/s	urn:cite2:hmt:lsj.chicago_md:n97505	n-s---ma-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-p---nn-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-p---nv-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-p---na-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---mn-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---mv-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---ma-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---fn-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---fv-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---fa-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---nn-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---nv-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-d---na-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---ma-
συγγενῆ	suggenh=	συγγενής	suggenh/s	urn:cite2:hmt:lsj.chicago_md:n97507	n-s---fa-
συγκατῴκηκεν	sugkatw/|khken	συγκατοικέω	sugkatoike/w	urn:cite2:hmt:lsj.chicago_md:n97755	v3plia---
συγκατῴκηκεν	sugkatw/|khken	συγκατοικέω	sugkatoike/w	urn:cite2:hmt:lsj.chicago_md:n97755	v3sria---
συγκατῴκηκεν	sugkatw/|khken	συγκατοικέω	sugkatoike/w	urn:cite2:hmt:lsj.chicago_md:n97755	v3plia---
συγκομίζεται	sugkomi/zetai	συγκομίζω	sugkomi/zw	urn:cite2:hmt:lsj.chicago_md:n97864	v3spie---
συγκομίζεται	sugkomi/zetai	συγκομίζω	sugkomi/zw	urn:cite2:hmt:lsj.chicago_md:n97864	v3spie---
συγκῦρσαι	sugku=rsai	συγκυρέω	sugkure/w	urn:cite2:hmt:lsj.chicago_md:n97954	v--ana---
συγχεῖ	sugxei=	συγχέω	sugxe/w	urn:cite2:hmt:lsj.chicago_md:n97990	v2spie---
συγχεῖ	sugxei=	συγχέω	sugxe/w	urn:cite2:hmt:lsj.chicago_md:n97990	v3spia---
συγχεῖ	sugxei=	συγχέω	sugxe/w	urn:cite2:hmt:lsj.chicago_md:n97990	v2spie---
συγχεῖ	sugxei=	συγχέω	sugxe/w	urn:cite2:hmt:lsj.chicago_md:n97990	v3spia---
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-p---nn-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-p---nv-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-p---na-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-d---fn-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-d---fv-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-d---fa-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-s---fn-
συγχωρητέα	sugxwrhte/a	συγχωρητέος	sugxwrhte/os	urn:cite2:hmt:lsj.chicago_md:n98041	n-s---fv-
συθείς	suqei/s	σεύω	seu/w	urn:cite2:hmt:lsj.chicago_md:n93762	v-sappmn-
συθείς	suqei/s	σεύω	seu/w	urn:cite2:hmt:lsj.chicago_md:n93762	v-sappmv-
συθῶμεν	suqw=men	σεύω	seu/w	urn:cite2:hmt:lsj.chicago_md:n93762	v1pasp---
συλλαβών	sullabw/n	συλλαμβάνω	sullamba/nw	urn:cite2:hmt:lsj.chicago_md:n98173	v-sapamn-
συλῶντα	sulw=nta	συλάω	sula/w	urn:cite2:hmt:lsj.chicago_md:n98152	v-pppann-
συλῶντα	sulw=nta	συλάω	sula/w	urn:cite2:hmt:lsj.chicago_md:n98152	v-pppanv-
συλῶντα	sulw=nta	συλάω	sula/w	urn:cite2:hmt:lsj.chicago_md:n98152	v-pppana-
συλῶντα	sulw=nta	συλάω	sula/w	urn:cite2:hmt:lsj.chicago_md:n98152	v-sppama-
συμβαλοῦ	sumbalou=	συμβάλλω	sumba/llw	urn:cite2:hmt:lsj.chicago_md:n98241	v2samm---
συμβαλών	sumbalw/n	συμβάλλω	sumba/llw	urn:cite2:hmt:lsj.chicago_md:n98241	v-sapamn-
συμβάλλουσιν	sumba/llousin	συμβάλλω	sumba/llw	urn:cite2:hmt:lsj.chicago_md:n98241	v-pppamd-
συμβάλλουσιν	sumba/llousin	συμβάλλω	sumba/llw	urn:cite2:hmt:lsj.chicago_md:n98241	v-pppand-
συμβάλλουσιν	sumba/llousin	συμβάλλω	sumba/llw	urn:cite2:hmt:lsj.chicago_md:n98241	v3ppia---
συμμάχοισιν	summa/xoisin	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-p---md-
συμμάχοισιν	summa/xoisin	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-p---fd-
συμμάχοισιν	summa/xoisin	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-p---nd-
συμμάχου	summa/xou	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-s---mg-
συμμάχου	summa/xou	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-s---fg-
συμμάχου	summa/xou	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-s---ng-
συμμάχου	summa/xou	συμμάχομαι	summa/xomai	urn:cite2:hmt:lsj.chicago_md:n98357	v2spme---
συμμάχου	summa/xou	συμμάχομαι	summa/xomai	urn:cite2:hmt:lsj.chicago_md:n98357	v2siie---
συμμάχων	summa/xwn	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-p---mg-
συμμάχων	summa/xwn	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-p---fg-
συμμάχων	summa/xwn	σύμμαχος	su/mmaxos	urn:cite2:hmt:lsj.chicago_md:n98358	n-p---ng-
συμπονεῖν	sumponei=n	συμπονέω	sumpone/w	urn:cite2:hmt:lsj.chicago_md:n98771	v--pna---
συμπονεῖν	sumponei=n	συμπονέω	sumpone/w	urn:cite2:hmt:lsj.chicago_md:n98771	v--pna---
συμφοραί	sumforai/	συμφορά	sumfora/	urn:cite2:hmt:lsj.chicago_md:n98925	n-p---fn-
συμφοραί	sumforai/	συμφορά	sumfora/	urn:cite2:hmt:lsj.chicago_md:n98925	n-p---fv-
συμφοράς	sumfora/s	συμφορά	sumfora/	urn:cite2:hmt:lsj.chicago_md:n98925	n-p---fa-
συμφορᾶς	sumfora=s	συμφορά	sumfora/	urn:cite2:hmt:lsj.chicago_md:n98925	n-s---fg-
συμφορᾶς	sumfora=s	συμφοράζω	sumfora/zw	urn:cite2:hmt:lsj.chicago_md:n98926	v2sfia---
συμφορᾶς	sumfora=s	συμφορεύς	sumforeu/s	urn:cite2:hmt:lsj.chicago_md:n98928	n-p---ma-
συμφέροντα	sumfe/ronta	συμφέρω	sumfe/rw	urn:cite2:hmt:lsj.chicago_md:n98894	v-pppann-
συμφέροντα	sumfe/ronta	συμφέρω	sumfe/rw	urn:cite2:hmt:lsj.chicago_md:n98894	v-pppanv-
συμφέροντα	sumfe/ronta	συμφέρω	sumfe/rw	urn:cite2:hmt:lsj.chicago_md:n98894	v-pppana-
συμφέροντα	sumfe/ronta	συμφέρω	sumfe/rw	urn:cite2:hmt:lsj.chicago_md:n98894	v-sppama-
συναλλαγῆς	sunallagh=s	συναλλαγή	sunallagh/	urn:cite2:hmt:lsj.chicago_md:n99152	n-s---fg-
συνναίων	sunnai/wn	σύνναιος	su/nnaios	urn:cite2:hmt:lsj.chicago_md:n100701	n-p---mg-
συνναίων	sunnai/wn	σύνναιος	su/nnaios	urn:cite2:hmt:lsj.chicago_md:n100701	n-p---fg-
συνναίων	sunnai/wn	σύνναιος	su/nnaios	urn:cite2:hmt:lsj.chicago_md:n100701	n-p---ng-
συνναίων	sunnai/wn	συνναίω	sunnai/w	urn:cite2:hmt:lsj.chicago_md:n100702	v-sppamn-
συννοῶν	sunnow=n	συννοέω	sunnoe/w	urn:cite2:hmt:lsj.chicago_md:n100734	v-sppamn-
συννοῶν	sunnow=n	συννοέω	sunnoe/w	urn:cite2:hmt:lsj.chicago_md:n100734	v-sppamn-
συνουσίας	sunousi/as	συνουσία	sunousi/a	urn:cite2:hmt:lsj.chicago_md:n100906	n-p---fa-
συνουσίας	sunousi/as	συνουσία	sunousi/a	urn:cite2:hmt:lsj.chicago_md:n100906	n-s---fg-
συνταλαιπωρεῖν	suntalaipwrei=n	συνταλαιπωρέω	suntalaipwre/w	urn:cite2:hmt:lsj.chicago_md:n100949	v--pna---
συνταλαιπωρεῖν	suntalaipwrei=n	συνταλαιπωρέω	suntalaipwre/w	urn:cite2:hmt:lsj.chicago_md:n100949	v--pna---
συντρέχει	suntre/xei	συντρέχω	suntre/xw	urn:cite2:hmt:lsj.chicago_md:n101063	v2spie---
συντρέχει	suntre/xei	συντρέχω	suntre/xw	urn:cite2:hmt:lsj.chicago_md:n101063	v3spia---
σφαλῇς	sfalh=|s	σφάλλω	sfa/llw	urn:cite2:hmt:lsj.chicago_md:n101611	v2sasp---
σφας	sfas	σφεῖς	sfei=s	urn:cite2:hmt:lsj.chicago_md:n101628	n-p---ma-
σφας	sfas	σφεῖς	sfei=s	urn:cite2:hmt:lsj.chicago_md:n101628	n-p---fa-
σφε	sfe	σφεῖς	sfei=s	urn:cite2:hmt:lsj.chicago_md:n101628	n-p---ma-
σφε	sfe	σφεῖς	sfei=s	urn:cite2:hmt:lsj.chicago_md:n101628	n-p---fa-
σφιν	sfin	σφεῖς	sfei=s	urn:cite2:hmt:lsj.chicago_md:n101628	n-p---md-
σφιν	sfin	σφεῖς	sfei=s	urn:cite2:hmt:lsj.chicago_md:n101628	n-p---fd-
